STATION,NAME,DATE,PRCP,TAVG,TMAX,TMIN
GHM00065459,"KOFORIDUA, GH",2010-02-07,0,86,96,
GHM00065459,"KOFORIDUA, GH",2010-02-08,,83,96,72
GHM00065459,"KOFORIDUA, GH",2010-02-09,,84,97,75
GHM00065459,"KOFORIDUA, GH",2010-02-10,0.01,82,96,
GHM00065459,"KOFORIDUA, GH",2010-02-12,,84,91,
GHM00065459,"KOFORIDUA, GH",2010-02-13,,77,,75
GHM00065459,"KOFORIDUA, GH",2010-02-24,,88,,
GHM00065459,"KOFORIDUA, GH",2010-02-25,,87,,76
GHM00065459,"KOFORIDUA, GH",2010-02-27,0.2,87,,76
GHM00065459,"KOFORIDUA, GH",2010-02-28,0.35,81,,73
GHM00065459,"KOFORIDUA, GH",2010-03-01,0,84,95,76
GHM00065459,"KOFORIDUA, GH",2010-03-02,,86,,74
GHM00065459,"KOFORIDUA, GH",2010-03-03,0,83,97,
GHM00065459,"KOFORIDUA, GH",2010-03-04,,81,96,
GHM00065459,"KOFORIDUA, GH",2010-03-05,,79,94,
GHM00065459,"KOFORIDUA, GH",2010-03-06,0,80,92,75
GHM00065459,"KOFORIDUA, GH",2010-03-08,,84,94,78
GHM00065459,"KOFORIDUA, GH",2010-03-16,,82,,74
GHM00065459,"KOFORIDUA, GH",2010-03-17,,86,,
GHM00065459,"KOFORIDUA, GH",2010-03-18,,87,,75
GHM00065459,"KOFORIDUA, GH",2010-03-19,,82,,77
GHM00065459,"KOFORIDUA, GH",2010-03-22,,87,93,
GHM00065459,"KOFORIDUA, GH",2010-03-23,,83,94,75
GHM00065459,"KOFORIDUA, GH",2010-03-26,,85,96,75
GHM00065459,"KOFORIDUA, GH",2010-03-27,,88,,
GHM00065459,"KOFORIDUA, GH",2010-03-28,,83,,78
GHM00065459,"KOFORIDUA, GH",2010-03-29,,85,,77
GHM00065459,"KOFORIDUA, GH",2010-03-31,0.04,85,96,74
GHM00065459,"KOFORIDUA, GH",2010-04-01,0,90,97,
GHM00065459,"KOFORIDUA, GH",2010-04-05,,86,,79
GHM00065459,"KOFORIDUA, GH",2010-04-06,,87,95,
GHM00065459,"KOFORIDUA, GH",2010-04-07,0.04,84,95,75
GHM00065459,"KOFORIDUA, GH",2010-04-08,0,87,96,
GHM00065459,"KOFORIDUA, GH",2010-04-09,,87,,80
GHM00065459,"KOFORIDUA, GH",2010-04-10,,82,86,79
GHM00065459,"KOFORIDUA, GH",2010-04-11,,87,,
GHM00065459,"KOFORIDUA, GH",2010-04-13,,89,96,
GHM00065459,"KOFORIDUA, GH",2010-04-14,,83,94,78
GHM00065459,"KOFORIDUA, GH",2010-04-15,,83,95,75
GHM00065459,"KOFORIDUA, GH",2010-04-16,,87,93,
GHM00065459,"KOFORIDUA, GH",2010-04-17,,84,90,
GHM00065459,"KOFORIDUA, GH",2010-04-18,,85,,74
GHM00065459,"KOFORIDUA, GH",2010-04-19,,87,97,75
GHM00065459,"KOFORIDUA, GH",2010-04-20,,86,,
GHM00065459,"KOFORIDUA, GH",2010-04-21,0.2,82,92,73
GHM00065459,"KOFORIDUA, GH",2010-04-22,0,83,,
GHM00065459,"KOFORIDUA, GH",2010-04-23,1.14,83,93,72
GHM00065459,"KOFORIDUA, GH",2010-04-27,0,82,88,
GHM00065459,"KOFORIDUA, GH",2010-04-28,,80,,74
GHM00065459,"KOFORIDUA, GH",2010-04-29,,85,93,
GHM00065459,"KOFORIDUA, GH",2010-05-03,0.16,80,91,72
GHM00065459,"KOFORIDUA, GH",2010-05-04,0,85,93,77
GHM00065459,"KOFORIDUA, GH",2010-05-05,,85,,77
GHM00065459,"KOFORIDUA, GH",2010-05-11,,84,95,76
GHM00065459,"KOFORIDUA, GH",2010-05-13,0.02,79,95,75
GHM00065459,"KOFORIDUA, GH",2010-05-14,0,85,92,
GHM00065459,"KOFORIDUA, GH",2010-05-15,,86,,
GHM00065459,"KOFORIDUA, GH",2010-05-16,,86,91,
GHM00065459,"KOFORIDUA, GH",2010-05-18,0.75,84,90,72
GHM00065459,"KOFORIDUA, GH",2010-05-20,,84,90,
GHM00065459,"KOFORIDUA, GH",2010-05-25,0,85,94,77
GHM00065459,"KOFORIDUA, GH",2010-05-26,0,78,,
GHM00065459,"KOFORIDUA, GH",2010-05-27,1.38,81,89,71
GHM00065459,"KOFORIDUA, GH",2010-05-28,0,83,90,74
GHM00065459,"KOFORIDUA, GH",2010-05-29,,80,90,
GHM00065459,"KOFORIDUA, GH",2010-05-30,,84,91,
GHM00065459,"KOFORIDUA, GH",2010-06-02,,82,92,75
GHM00065459,"KOFORIDUA, GH",2010-06-07,0.16,79,89,72
GHM00065459,"KOFORIDUA, GH",2010-06-08,0.2,79,89,76
GHM00065459,"KOFORIDUA, GH",2010-06-09,0,79,,
GHM00065459,"KOFORIDUA, GH",2010-06-10,0.16,80,,73
GHM00065459,"KOFORIDUA, GH",2010-06-11,0,85,91,
GHM00065459,"KOFORIDUA, GH",2010-06-12,,82,90,
GHM00065459,"KOFORIDUA, GH",2010-06-14,0.04,80,87,76
GHM00065459,"KOFORIDUA, GH",2010-06-15,0,81,87,
GHM00065459,"KOFORIDUA, GH",2010-06-16,0,77,83,
GHM00065459,"KOFORIDUA, GH",2010-06-17,0,77,89,69
GHM00065459,"KOFORIDUA, GH",2010-06-18,,82,89,
GHM00065459,"KOFORIDUA, GH",2010-06-19,,84,87,
GHM00065459,"KOFORIDUA, GH",2010-06-20,,81,,
GHM00065459,"KOFORIDUA, GH",2010-06-21,,78,84,73
GHM00065459,"KOFORIDUA, GH",2010-06-22,,80,90,76
GHM00065459,"KOFORIDUA, GH",2010-06-24,,80,86,
GHM00065459,"KOFORIDUA, GH",2010-06-25,,81,85,
GHM00065459,"KOFORIDUA, GH",2010-06-26,0.02,78,83,74
GHM00065459,"KOFORIDUA, GH",2010-06-27,0,80,88,74
GHM00065459,"KOFORIDUA, GH",2010-06-28,,77,,74
GHM00065459,"KOFORIDUA, GH",2010-07-02,,76,,
GHM00065459,"KOFORIDUA, GH",2010-07-03,,81,,
GHM00065459,"KOFORIDUA, GH",2010-07-04,,81,87,
GHM00065459,"KOFORIDUA, GH",2010-07-05,,82,88,
GHM00065459,"KOFORIDUA, GH",2010-07-06,,81,,73
GHM00065459,"KOFORIDUA, GH",2010-07-07,0,79,88,74
GHM00065459,"KOFORIDUA, GH",2010-07-08,,78,90,73
GHM00065459,"KOFORIDUA, GH",2010-07-09,0,79,90,74
GHM00065459,"KOFORIDUA, GH",2010-07-10,,76,78,
GHM00065459,"KOFORIDUA, GH",2010-07-11,,78,,72
GHM00065459,"KOFORIDUA, GH",2010-07-12,,79,85,72
GHM00065459,"KOFORIDUA, GH",2010-07-13,,77,,
GHM00065459,"KOFORIDUA, GH",2010-07-14,,80,86,
GHM00065459,"KOFORIDUA, GH",2010-07-16,0.08,74,78,
GHM00065459,"KOFORIDUA, GH",2010-07-17,0.12,75,80,71
GHM00065459,"KOFORIDUA, GH",2010-07-23,,77,83,
GHM00065459,"KOFORIDUA, GH",2010-07-24,,78,87,70
GHM00065459,"KOFORIDUA, GH",2010-07-25,,84,90,
GHM00065459,"KOFORIDUA, GH",2010-07-26,,78,,
GHM00065459,"KOFORIDUA, GH",2010-07-27,,79,86,73
GHM00065459,"KOFORIDUA, GH",2010-07-28,,78,,
GHM00065459,"KOFORIDUA, GH",2010-07-29,0,76,83,68
GHM00065459,"KOFORIDUA, GH",2010-08-01,,79,89,
GHM00065459,"KOFORIDUA, GH",2010-08-03,,79,89,
GHM00065459,"KOFORIDUA, GH",2010-08-04,,79,90,72
GHM00065459,"KOFORIDUA, GH",2010-08-05,,80,91,70
GHM00065459,"KOFORIDUA, GH",2010-08-06,,80,93,71
GHM00065459,"KOFORIDUA, GH",2010-08-07,,80,89,
GHM00065459,"KOFORIDUA, GH",2010-08-08,,77,83,75
GHM00065459,"KOFORIDUA, GH",2010-08-09,,81,84,
GHM00065459,"KOFORIDUA, GH",2010-08-10,,79,85,74
GHM00065459,"KOFORIDUA, GH",2010-08-11,,76,79,74
GHM00065459,"KOFORIDUA, GH",2010-08-12,,76,80,
GHM00065459,"KOFORIDUA, GH",2010-08-13,,77,84,72
GHM00065459,"KOFORIDUA, GH",2010-08-14,,81,86,
GHM00065459,"KOFORIDUA, GH",2010-08-15,,79,88,74
GHM00065459,"KOFORIDUA, GH",2010-08-16,,79,88,74
GHM00065459,"KOFORIDUA, GH",2010-08-18,0.59,78,86,70
GHM00065459,"KOFORIDUA, GH",2010-08-19,0.04,84,,71
GHM00065459,"KOFORIDUA, GH",2010-08-20,0,75,80,
GHM00065459,"KOFORIDUA, GH",2010-08-21,0.51,75,83,71
GHM00065459,"KOFORIDUA, GH",2010-08-22,0.31,76,83,73
GHM00065459,"KOFORIDUA, GH",2010-08-23,0.2,78,87,73
GHM00065459,"KOFORIDUA, GH",2010-08-24,0.75,78,85,73
GHM00065459,"KOFORIDUA, GH",2010-08-25,0,78,,73
GHM00065459,"KOFORIDUA, GH",2010-08-26,0,78,,
GHM00065459,"KOFORIDUA, GH",2010-08-28,0,79,88,73
GHM00065459,"KOFORIDUA, GH",2010-08-29,,77,83,
GHM00065459,"KOFORIDUA, GH",2010-08-30,0.16,77,87,73
GHM00065459,"KOFORIDUA, GH",2010-08-31,0.04,78,85,73
GHM00065459,"KOFORIDUA, GH",2010-09-01,0.08,76,81,73
GHM00065459,"KOFORIDUA, GH",2010-09-02,0.08,79,,72
GHM00065459,"KOFORIDUA, GH",2010-09-03,0.04,78,,73
GHM00065459,"KOFORIDUA, GH",2010-09-04,0,77,,73
GHM00065459,"KOFORIDUA, GH",2010-09-05,0.02,78,,74
GHM00065459,"KOFORIDUA, GH",2010-09-06,0.08,78,84,
GHM00065459,"KOFORIDUA, GH",2010-09-07,0,80,87,
GHM00065459,"KOFORIDUA, GH",2010-09-08,,77,81,72
GHM00065459,"KOFORIDUA, GH",2010-09-09,,79,89,72
GHM00065459,"KOFORIDUA, GH",2010-09-10,,77,,74
GHM00065459,"KOFORIDUA, GH",2010-09-11,0.12,78,86,74
GHM00065459,"KOFORIDUA, GH",2010-09-12,0,81,,
GHM00065459,"KOFORIDUA, GH",2010-09-13,,79,,
GHM00065459,"KOFORIDUA, GH",2010-09-14,0.21,79,88,73
GHM00065459,"KOFORIDUA, GH",2010-09-15,,77,,
GHM00065459,"KOFORIDUA, GH",2010-09-16,1.93,79,89,70
GHM00065459,"KOFORIDUA, GH",2010-09-17,0,81,89,
GHM00065459,"KOFORIDUA, GH",2010-09-18,,78,,
GHM00065459,"KOFORIDUA, GH",2010-09-19,0.08,79,88,72
GHM00065459,"KOFORIDUA, GH",2010-09-20,0.08,74,,
GHM00065459,"KOFORIDUA, GH",2010-09-21,1.38,78,,70
GHM00065459,"KOFORIDUA, GH",2010-09-22,0,81,89,
GHM00065459,"KOFORIDUA, GH",2010-09-23,,79,87,
GHM00065459,"KOFORIDUA, GH",2010-09-26,,81,89,
GHM00065459,"KOFORIDUA, GH",2010-09-27,,80,87,74
GHM00065459,"KOFORIDUA, GH",2010-09-28,,81,,74
GHM00065459,"KOFORIDUA, GH",2010-09-29,0,81,90,75
GHM00065459,"KOFORIDUA, GH",2010-09-30,0.08,78,,75
GHM00065459,"KOFORIDUA, GH",2010-10-01,0.04,80,89,75
GHM00065459,"KOFORIDUA, GH",2010-10-02,0,84,90,
GHM00065459,"KOFORIDUA, GH",2010-10-04,,78,,72
GHM00065459,"KOFORIDUA, GH",2010-10-05,,80,90,
GHM00065459,"KOFORIDUA, GH",2010-10-06,,79,,73
GHM00065459,"KOFORIDUA, GH",2010-10-07,,80,88,
GHM00065459,"KOFORIDUA, GH",2010-10-08,,77,91,
GHM00065459,"KOFORIDUA, GH",2010-10-09,,80,90,74
GHM00065459,"KOFORIDUA, GH",2010-10-11,,77,88,
GHM00065459,"KOFORIDUA, GH",2010-10-13,,84,,
GHM00065459,"KOFORIDUA, GH",2010-10-14,,81,,72
GHM00065459,"KOFORIDUA, GH",2010-10-18,,83,90,
GHM00065459,"KOFORIDUA, GH",2010-10-19,,81,,72
GHM00065459,"KOFORIDUA, GH",2010-10-21,2.01,78,,71
GHM00065459,"KOFORIDUA, GH",2010-10-22,0,85,91,
GHM00065459,"KOFORIDUA, GH",2010-10-24,0.55,78,,71
GHM00065459,"KOFORIDUA, GH",2010-10-25,0,75,,
GHM00065459,"KOFORIDUA, GH",2010-10-27,,83,91,
GHM00065459,"KOFORIDUA, GH",2010-10-28,,85,90,
GHM00065459,"KOFORIDUA, GH",2010-10-29,,83,93,
GHM00065459,"KOFORIDUA, GH",2010-10-30,,80,91,72
GHM00065459,"KOFORIDUA, GH",2010-10-31,,81,90,72
GHM00065459,"KOFORIDUA, GH",2010-11-01,,79,89,74
GHM00065459,"KOFORIDUA, GH",2010-11-02,0,82,90,
GHM00065459,"KOFORIDUA, GH",2010-11-03,0,80,,72
GHM00065459,"KOFORIDUA, GH",2010-11-05,0.31,81,,72
GHM00065459,"KOFORIDUA, GH",2010-11-09,,83,92,71
GHM00065459,"KOFORIDUA, GH",2010-11-10,,83,91,74
GHM00065459,"KOFORIDUA, GH",2010-11-11,0,83,92,75
GHM00065459,"KOFORIDUA, GH",2010-11-13,0,78,,71
GHM00065459,"KOFORIDUA, GH",2010-11-14,0,79,91,71
GHM00065459,"KOFORIDUA, GH",2010-11-15,0,78,,70
GHM00065459,"KOFORIDUA, GH",2010-11-16,,87,93,
GHM00065459,"KOFORIDUA, GH",2010-11-17,,80,92,
GHM00065459,"KOFORIDUA, GH",2010-11-18,,77,,71
GHM00065459,"KOFORIDUA, GH",2010-11-21,1.97,78,85,70
GHM00065459,"KOFORIDUA, GH",2010-11-22,0,81,91,72
GHM00065459,"KOFORIDUA, GH",2010-11-23,,78,,
GHM00065459,"KOFORIDUA, GH",2010-11-25,,83,,72
GHM00065459,"KOFORIDUA, GH",2010-11-26,,83,92,
GHM00065459,"KOFORIDUA, GH",2010-11-27,,82,92,
GHM00065459,"KOFORIDUA, GH",2010-11-28,,83,92,72
GHM00065459,"KOFORIDUA, GH",2010-11-29,,80,,72
GHM00065459,"KOFORIDUA, GH",2010-11-30,,78,93,73
GHM00065459,"KOFORIDUA, GH",2010-12-01,,84,93,73
GHM00065459,"KOFORIDUA, GH",2010-12-03,,79,,75
GHM00065459,"KOFORIDUA, GH",2010-12-04,,85,,
GHM00065459,"KOFORIDUA, GH",2010-12-05,,79,,72
GHM00065459,"KOFORIDUA, GH",2010-12-06,,79,92,
GHM00065459,"KOFORIDUA, GH",2010-12-07,,80,,69
GHM00065459,"KOFORIDUA, GH",2010-12-08,0.24,81,91,71
GHM00065459,"KOFORIDUA, GH",2010-12-10,,80,,
GHM00065459,"KOFORIDUA, GH",2010-12-11,,79,92,70
GHM00065459,"KOFORIDUA, GH",2010-12-14,,83,94,68
GHM00065459,"KOFORIDUA, GH",2010-12-15,,80,,71
GHM00065459,"KOFORIDUA, GH",2010-12-16,,87,92,
GHM00065459,"KOFORIDUA, GH",2010-12-18,,84,94,76
GHM00065459,"KOFORIDUA, GH",2010-12-19,,83,,
GHM00065459,"KOFORIDUA, GH",2010-12-20,,82,,75
GHM00065459,"KOFORIDUA, GH",2010-12-21,,87,95,
GHM00065459,"KOFORIDUA, GH",2010-12-22,,86,94,
GHM00065459,"KOFORIDUA, GH",2010-12-23,,82,,72
GHM00065459,"KOFORIDUA, GH",2010-12-25,,84,,
GHM00065459,"KOFORIDUA, GH",2010-12-26,,86,93,
GHM00065459,"KOFORIDUA, GH",2010-12-27,,85,91,
GHM00065459,"KOFORIDUA, GH",2010-12-28,,83,92,
GHM00065459,"KOFORIDUA, GH",2010-12-29,,78,92,73
GHM00065459,"KOFORIDUA, GH",2010-12-30,,77,,69
GHM00065459,"KOFORIDUA, GH",2010-12-31,,83,,
GHM00065459,"KOFORIDUA, GH",2011-01-02,,74,,
GHM00065459,"KOFORIDUA, GH",2011-01-05,,87,94,
GHM00065459,"KOFORIDUA, GH",2011-01-06,,80,94,
GHM00065459,"KOFORIDUA, GH",2011-01-07,,85,93,74
GHM00065459,"KOFORIDUA, GH",2011-01-09,,74,,65
GHM00065459,"KOFORIDUA, GH",2011-01-10,,78,93,64
GHM00065459,"KOFORIDUA, GH",2011-01-11,,81,93,
GHM00065459,"KOFORIDUA, GH",2011-01-12,,79,92,
GHM00065459,"KOFORIDUA, GH",2011-01-16,,85,92,
GHM00065459,"KOFORIDUA, GH",2011-01-17,,78,94,
GHM00065459,"KOFORIDUA, GH",2011-01-18,,76,,63
GHM00065459,"KOFORIDUA, GH",2011-01-19,,75,,64
GHM00065459,"KOFORIDUA, GH",2011-01-20,,84,94,
GHM00065459,"KOFORIDUA, GH",2011-02-06,,77,,70
GHM00065459,"KOFORIDUA, GH",2011-02-07,,80,,71
GHM00065459,"KOFORIDUA, GH",2011-02-26,0.08,79,91,72
GHM00065459,"KOFORIDUA, GH",2011-02-27,0,78,92,
GHM00065459,"KOFORIDUA, GH",2011-02-28,,85,92,
GHM00065459,"KOFORIDUA, GH",2011-03-01,,83,90,
GHM00065459,"KOFORIDUA, GH",2011-03-02,,83,90,76
GHM00065459,"KOFORIDUA, GH",2011-03-03,,83,94,74
GHM00065459,"KOFORIDUA, GH",2011-03-04,0.08,81,94,72
GHM00065459,"KOFORIDUA, GH",2011-03-22,,86,91,
GHM00065459,"KOFORIDUA, GH",2011-03-23,,83,92,72
GHM00065459,"KOFORIDUA, GH",2011-03-25,0,79,,
GHM00065459,"KOFORIDUA, GH",2011-03-31,,86,,76
GHM00065459,"KOFORIDUA, GH",2011-04-01,,83,95,
GHM00065459,"KOFORIDUA, GH",2011-04-13,,82,,74
GHM00065459,"KOFORIDUA, GH",2011-04-14,,83,94,75
GHM00065459,"KOFORIDUA, GH",2011-04-16,,85,,78
GHM00065459,"KOFORIDUA, GH",2011-04-18,0.28,80,,71
GHM00065459,"KOFORIDUA, GH",2011-04-21,,83,96,
GHM00065459,"KOFORIDUA, GH",2011-04-22,1.34,81,95,73
GHM00065459,"KOFORIDUA, GH",2011-04-23,0,78,94,
GHM00065459,"KOFORIDUA, GH",2011-04-24,0.31,80,,73
GHM00065459,"KOFORIDUA, GH",2011-05-15,,82,90,
GHM00065459,"KOFORIDUA, GH",2011-05-16,,85,92,
GHM00065459,"KOFORIDUA, GH",2011-05-17,,82,92,78
GHM00065459,"KOFORIDUA, GH",2011-05-18,,83,92,76
GHM00065459,"KOFORIDUA, GH",2011-05-19,,81,,
GHM00065459,"KOFORIDUA, GH",2011-05-20,,81,91,71
GHM00065459,"KOFORIDUA, GH",2011-05-21,0,80,92,73
GHM00065459,"KOFORIDUA, GH",2011-05-22,0.24,81,86,73
GHM00065459,"KOFORIDUA, GH",2011-05-23,0,80,89,71
GHM00065459,"KOFORIDUA, GH",2011-05-24,,83,91,
GHM00065459,"KOFORIDUA, GH",2011-05-25,,81,,75
GHM00065459,"KOFORIDUA, GH",2011-05-28,,78,,
GHM00065459,"KOFORIDUA, GH",2011-05-30,,81,,
GHM00065459,"KOFORIDUA, GH",2011-05-31,,82,88,
GHM00065459,"KOFORIDUA, GH",2011-06-01,,81,90,74
GHM00065459,"KOFORIDUA, GH",2011-06-02,,83,92,73
GHM00065459,"KOFORIDUA, GH",2011-06-03,,79,,74
GHM00065459,"KOFORIDUA, GH",2011-06-04,1.54,81,91,72
GHM00065459,"KOFORIDUA, GH",2011-06-06,0,80,,75
GHM00065459,"KOFORIDUA, GH",2011-06-07,,79,,
GHM00065459,"KOFORIDUA, GH",2011-06-09,,79,87,
GHM00065459,"KOFORIDUA, GH",2011-06-10,,82,89,
GHM00065459,"KOFORIDUA, GH",2011-06-11,,81,87,
GHM00065459,"KOFORIDUA, GH",2011-06-12,0.04,78,,73
GHM00065459,"KOFORIDUA, GH",2011-06-13,0.35,79,90,72
GHM00065459,"KOFORIDUA, GH",2011-06-16,,80,85,
GHM00065459,"KOFORIDUA, GH",2011-06-17,,80,,74
GHM00065459,"KOFORIDUA, GH",2011-06-19,,82,85,
GHM00065459,"KOFORIDUA, GH",2011-06-20,,84,90,
GHM00065459,"KOFORIDUA, GH",2011-06-21,,80,,
GHM00065459,"KOFORIDUA, GH",2011-06-25,,80,86,
GHM00065459,"KOFORIDUA, GH",2011-06-26,0,79,,74
GHM00065459,"KOFORIDUA, GH",2011-06-29,,80,85,
GHM00065459,"KOFORIDUA, GH",2011-06-30,,79,85,
GHM00065459,"KOFORIDUA, GH",2011-07-01,,79,85,73
GHM00065459,"KOFORIDUA, GH",2011-07-05,,82,87,
GHM00065459,"KOFORIDUA, GH",2011-07-06,,80,85,73
GHM00065459,"KOFORIDUA, GH",2011-07-07,0,80,,74
GHM00065459,"KOFORIDUA, GH",2011-07-09,,81,,
GHM00065459,"KOFORIDUA, GH",2011-07-10,0,78,84,73
GHM00065459,"KOFORIDUA, GH",2011-07-11,0.16,78,,72
GHM00065459,"KOFORIDUA, GH",2011-07-12,0.08,79,,72
GHM00065459,"KOFORIDUA, GH",2011-07-15,0.04,79,88,72
GHM00065459,"KOFORIDUA, GH",2011-07-16,0.08,77,,71
GHM00065459,"KOFORIDUA, GH",2011-07-17,0,79,89,72
GHM00065459,"KOFORIDUA, GH",2011-07-18,,78,,
GHM00065459,"KOFORIDUA, GH",2011-07-21,0.43,74,,70
GHM00065459,"KOFORIDUA, GH",2011-07-22,0.08,75,,71
GHM00065459,"KOFORIDUA, GH",2011-07-23,0,78,88,72
GHM00065459,"KOFORIDUA, GH",2011-07-26,0.08,74,,70
GHM00065459,"KOFORIDUA, GH",2011-07-27,0,76,,70
GHM00065459,"KOFORIDUA, GH",2011-08-03,,84,90,
GHM00065459,"KOFORIDUA, GH",2011-08-06,,75,,71
GHM00065459,"KOFORIDUA, GH",2011-08-07,0,78,85,
GHM00065459,"KOFORIDUA, GH",2011-08-08,,75,,71
GHM00065459,"KOFORIDUA, GH",2011-08-09,0,75,,69
GHM00065459,"KOFORIDUA, GH",2011-08-10,0,76,85,70
GHM00065459,"KOFORIDUA, GH",2011-08-12,0.51,76,86,
GHM00065459,"KOFORIDUA, GH",2011-08-13,0,75,80,
GHM00065459,"KOFORIDUA, GH",2011-08-14,,86,,
GHM00065459,"KOFORIDUA, GH",2011-08-15,,76,84,71
GHM00065459,"KOFORIDUA, GH",2011-08-16,,74,,72
GHM00065459,"KOFORIDUA, GH",2011-08-17,,74,,
GHM00065459,"KOFORIDUA, GH",2011-08-18,,79,86,71
GHM00065459,"KOFORIDUA, GH",2011-08-19,,78,86,
GHM00065459,"KOFORIDUA, GH",2011-08-20,0,76,89,68
GHM00065459,"KOFORIDUA, GH",2011-08-21,,78,,70
GHM00065459,"KOFORIDUA, GH",2011-08-23,,77,,72
GHM00065459,"KOFORIDUA, GH",2011-08-24,,80,84,
GHM00065459,"KOFORIDUA, GH",2011-08-25,,79,89,
GHM00065459,"KOFORIDUA, GH",2011-08-26,0.98,77,,70
GHM00065459,"KOFORIDUA, GH",2011-08-28,0.28,75,81,70
GHM00065459,"KOFORIDUA, GH",2011-08-29,0.2,76,,71
GHM00065459,"KOFORIDUA, GH",2011-08-30,0.04,77,,72
GHM00065459,"KOFORIDUA, GH",2011-08-31,0.79,78,,71
GHM00065459,"KOFORIDUA, GH",2011-09-02,,79,87,
GHM00065459,"KOFORIDUA, GH",2011-09-03,,79,86,
GHM00065459,"KOFORIDUA, GH",2011-09-04,0,78,,72
GHM00065459,"KOFORIDUA, GH",2011-09-05,,80,,72
GHM00065459,"KOFORIDUA, GH",2011-09-06,0.35,78,88,73
GHM00065459,"KOFORIDUA, GH",2011-09-07,0,80,89,
GHM00065459,"KOFORIDUA, GH",2011-09-09,,76,,
GHM00065459,"KOFORIDUA, GH",2011-09-10,0.02,79,,72
GHM00065459,"KOFORIDUA, GH",2011-09-11,0,77,87,
GHM00065459,"KOFORIDUA, GH",2011-09-12,,81,89,
GHM00065459,"KOFORIDUA, GH",2011-09-14,0,78,85,73
GHM00065459,"KOFORIDUA, GH",2011-09-15,0,78,,72
GHM00065459,"KOFORIDUA, GH",2011-09-16,,79,,
GHM00065459,"KOFORIDUA, GH",2011-09-17,,80,88,
GHM00065459,"KOFORIDUA, GH",2011-09-18,,82,,
GHM00065459,"KOFORIDUA, GH",2011-09-19,0.04,80,90,73
GHM00065459,"KOFORIDUA, GH",2011-09-27,,77,88,
GHM00065459,"KOFORIDUA, GH",2011-09-28,,80,,
GHM00065459,"KOFORIDUA, GH",2011-09-29,,78,89,
GHM00065459,"KOFORIDUA, GH",2011-09-30,,77,89,69
GHM00065459,"KOFORIDUA, GH",2011-10-02,0.55,81,91,
GHM00065459,"KOFORIDUA, GH",2011-10-03,0,83,89,
GHM00065459,"KOFORIDUA, GH",2011-10-07,,80,91,74
GHM00065459,"KOFORIDUA, GH",2011-10-09,,80,90,74
GHM00065459,"KOFORIDUA, GH",2011-10-10,,80,,
GHM00065459,"KOFORIDUA, GH",2011-10-12,0.16,79,,
GHM00065459,"KOFORIDUA, GH",2011-10-13,0,83,90,
GHM00065459,"KOFORIDUA, GH",2011-10-14,,78,,73
GHM00065459,"KOFORIDUA, GH",2011-10-15,,81,91,71
GHM00065459,"KOFORIDUA, GH",2011-10-17,0.02,82,,
GHM00065459,"KOFORIDUA, GH",2011-10-18,0,83,92,
GHM00065459,"KOFORIDUA, GH",2011-10-19,,82,,
GHM00065459,"KOFORIDUA, GH",2011-10-20,,83,92,74
GHM00065459,"KOFORIDUA, GH",2011-10-23,,82,,
GHM00065459,"KOFORIDUA, GH",2011-10-24,,82,92,
GHM00065459,"KOFORIDUA, GH",2011-10-25,,76,85,
GHM00065459,"KOFORIDUA, GH",2011-10-27,0.63,80,,
GHM00065459,"KOFORIDUA, GH",2011-10-28,0,81,89,71
GHM00065459,"KOFORIDUA, GH",2011-10-30,0.02,81,91,71
GHM00065459,"KOFORIDUA, GH",2011-10-31,0,78,90,
GHM00065459,"KOFORIDUA, GH",2011-11-03,0,80,92,72
GHM00065459,"KOFORIDUA, GH",2011-11-04,,81,93,
GHM00065459,"KOFORIDUA, GH",2011-11-05,,76,,71
GHM00065459,"KOFORIDUA, GH",2011-11-07,,81,91,
GHM00065459,"KOFORIDUA, GH",2011-11-08,,78,91,72
GHM00065459,"KOFORIDUA, GH",2011-11-09,,82,91,
GHM00065459,"KOFORIDUA, GH",2011-11-10,0.35,74,,70
GHM00065459,"KOFORIDUA, GH",2011-11-14,0.02,82,94,73
GHM00065459,"KOFORIDUA, GH",2011-11-15,0,81,,75
GHM00065459,"KOFORIDUA, GH",2011-11-18,,80,93,74
GHM00065459,"KOFORIDUA, GH",2011-11-19,,85,93,
GHM00065459,"KOFORIDUA, GH",2011-11-21,0,81,94,73
GHM00065459,"KOFORIDUA, GH",2011-11-23,,78,91,72
GHM00065459,"KOFORIDUA, GH",2011-11-24,,81,91,
GHM00065459,"KOFORIDUA, GH",2011-11-28,,83,93,
GHM00065459,"KOFORIDUA, GH",2011-11-29,,83,94,
GHM00065459,"KOFORIDUA, GH",2011-12-01,,82,94,70
GHM00065459,"KOFORIDUA, GH",2011-12-03,10.69,82,94,68
GHM00065459,"KOFORIDUA, GH",2011-12-04,0,79,95,70
GHM00065459,"KOFORIDUA, GH",2011-12-05,,81,,71
GHM00065459,"KOFORIDUA, GH",2011-12-06,,83,93,
GHM00065459,"KOFORIDUA, GH",2011-12-07,,87,93,
GHM00065459,"KOFORIDUA, GH",2011-12-09,,83,95,73
GHM00065459,"KOFORIDUA, GH",2011-12-10,,78,93,72
GHM00065459,"KOFORIDUA, GH",2011-12-12,,83,92,
GHM00065459,"KOFORIDUA, GH",2011-12-13,,80,94,64
GHM00065459,"KOFORIDUA, GH",2011-12-14,,77,92,63
